author,text,likes,published_at,cleaned,length,emojis,polarity,subjectivity,sentiment,hour,day_of_week,month
@_sauhardxd_5339,<b>JOD OR WOT🔥</b> <i>Much Love 2 Jonathan ❤️</i>,1,2021-11-28 10:21:58,bJOD OR WOTb iMuch Love 2 Jonathan i,49,"['🔥', '❤']",0.5,0.6,Positive,10,6,11
@loststories5112,pls invite his team in Pmgc he is goat😍,3,2021-11-27 11:33:13,pls invite his team in Pmgc he is goat,39,['😍'],0.0,0.0,Neutral,11,5,11
@Bgmi5738,KYA MTLB ISS BAAR CHINESE TEAMS KO PEELEGA APNA JONATHAN❤️❤️,2,2021-11-29 11:22:15,KYA MTLB ISS BAAR CHINESE TEAMS KO PEELEGA APNA JONATHAN,60,"['❤', '❤']",0.0,0.0,Neutral,11,0,11
@dextermorgan6464,GodLike PMGC 2021 incoming or what!,1,2021-12-01 06:08:17,GodLike PMGC 2021 incoming or what,35,[],0.0,0.0,Neutral,6,2,12
@ttfmurphy7,Jonathan is JoD player ❤,2,2021-11-27 11:35:32,Jonathan is JoD player,24,['❤'],0.0,0.0,Neutral,11,5,11
@FMVP1,Gobarlin who?,14,2022-08-20 03:28:56,Gobarlin who,13,[],0.0,0.0,Neutral,3,5,8
@DEVIL-dl9ex,Special Invitation in PMGC GODLIKE SOME HYPE OR WHAT 🤫🤫🤫❤️,2,2021-11-27 13:09:08,Special Invitation in PMGC GODLIKE SOME HYPE OR WHAT,58,"['🤫', '🤫', '🤫', '❤']",0.35714285714285715,0.5714285714285714,Positive,13,5,11
@supernova8637,Want to see Indian teams in international tourneys 😢<br>Will they ever get slots in international tourneys or not ?,9,2021-11-27 11:36:26,Want to see Indian teams in international tourneys brWill they ever get slots in international tourneys or not,115,['😢'],0.0,0.0,Neutral,11,5,11
@ujjwalpr12,Leaks of special team invitation 🤤❤️,1,2021-11-27 13:18:59,Leaks of special team invitation,36,"['🤤', '❤']",0.35714285714285715,0.5714285714285714,Positive,13,5,11
@beeshnu204,I think this is the hint. 🤔,4,2021-11-27 11:12:46,I think this is the hint,27,['🤔'],0.0,0.0,Neutral,11,5,11
@pratik8130,"<a href=""http://www.youtube.com/results?search_query=%23wewantslot"">#wewantslot</a> 🔥✌️",2,2021-11-27 13:50:01,a href,87,"['🔥', '✌']",0.0,0.0,Neutral,13,5,11
@Rakhieww,It&#39;s 2025❤❤❤,4,2025-03-04 07:48:55,It 2025,16,"['❤', '❤', '❤']",0.0,0.0,Neutral,7,1,3
@mrseko3803,Jonathon is just OP,0,2021-12-01 07:43:19,Jonathon is just OP,19,[],0.0,0.0,Neutral,7,2,12
@Corolaniussnow,Haters ????,4,2021-11-27 13:50:32,Haters,11,[],0.0,0.0,Neutral,13,5,11
@AbdulGhani-rm4hb,This video forced me to subscribe this channel 🔥🔥🔥,0,2021-12-01 05:42:31,This video forced me to subscribe this channel,50,"['🔥', '🔥', '🔥']",-0.30000000000000004,0.2,Negative,5,2,12
@legendop7642,"I think It&#39;s a hint that GODL will get the slot for PMGC..as they used a tag <a href=""http://www.youtube.com/results?search_query=%23pmgc2021"">#PMGC2021</a>",5,2021-11-29 17:56:08,I think It a hint that GODL will get the slot for PMGCas they used a tag a href,160,[],0.0,0.0,Neutral,17,0,11
@pubgplaysyt2720,Goatnathan 💯✌🏻💛,1,2022-08-15 05:37:52,Goatnathan,15,"['💯', '✌', '🏻', '💛']",0.0,0.0,Neutral,5,0,8
@utsavsri007,missing Indian team 🥺🥺😢😢😢,5,2021-11-27 11:05:52,missing Indian team,25,"['🥺', '🥺', '😢', '😢', '😢']",-0.2,0.05,Negative,11,5,11
@mayur1770,The man The Myth The Monster 💛👑🐐,1,2022-08-15 05:24:38,The man The Myth The Monster,32,"['💛', '👑', '🐐']",0.0,0.0,Neutral,5,0,8
@mdjakariyahossain9485,We want Jonathan Team in PMGC,3,2021-11-27 11:29:48,We want Jonathan Team in PMGC,29,[],0.0,0.0,Neutral,11,5,11
@AK-jl7py,Fun Fact: Those dislikes are from Indians. They are so jealous of India&#39;s best player.,2,2021-11-27 13:59:17,Fun Fact Those dislikes are from Indians They are so jealous of India best player,90,[],0.65,0.25,Positive,13,5,11
@gsvolit,Jonny or wot,3,2023-05-18 12:23:43,Jonny or wot,12,[],0.0,0.0,Neutral,12,3,5
@xcuse1788,"Jhonny is at a whole different level. No one is close to him, literally no one",0,2021-11-28 08:03:56,Jhonny is at a whole different level No one is close to him literally no one,78,[],0.1,0.5,Neutral,8,6,11
@RoshanKhatri-f5q,Achiment chaihe bolne Walo ko ya Dekha dena 😆😁,8,2025-05-21 14:17:41,Achiment chaihe bolne Walo ko ya Dekha dena,46,"['😆', '😁']",0.0,0.0,Neutral,14,2,5
@WiLL-N-GAMING,Its 2024 and nothing changed 💛,3,2024-06-18 08:18:17,Its 2024 and nothing changed,30,['💛'],0.0,0.0,Neutral,8,1,6
@pnarboyz1588,This is better than nova order 1v4,4,2022-01-26 15:42:41,This is better than nova order 1v4,34,[],0.5,0.5,Positive,15,2,1
@mrvamp9996,Jonny 🔥🔥🔥🔥,2,2021-11-27 11:20:51,Jonny,10,"['🔥', '🔥', '🔥', '🔥']",0.0,0.0,Neutral,11,5,11
@hsmk77thop,"Carilho, jhonathan,paraboy,uhigh,ryzen",3,2021-11-27 13:25:59,Carilho jhonathanparaboyuhighryzen,38,[],0.0,0.0,Neutral,13,5,11
@chiragagarwals,Jonathan-One man army🤩🤩🤩🎉🎉,1,2021-11-27 11:11:38,JonathanOne man army,26,"['🤩', '🤩', '🤩', '🎉', '🎉']",0.0,0.0,Neutral,11,5,11
@udhayass4349,I&#39;m here after soul #11,3,2022-08-16 03:47:07,I here after soul,27,[],0.0,0.0,Neutral,3,1,8
@DINESH7i,JONATHAN jakaas ❤️❤️❤️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1,2021-11-27 12:22:12,JONATHAN jakaas,32,"['❤', '❤', '❤', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",0.0,0.0,Neutral,12,5,11
@nitishchawriya9449,Beta Papppa Bolte,4,2022-08-19 17:45:35,Beta Papppa Bolte,17,[],0.0,0.0,Neutral,17,4,8
@FIROJKHAN-xx1sk,We want them in PMGC 👍🏻👍🏻,1,2021-11-27 14:40:41,We want them in PMGC,25,"['👍', '🏻', '👍', '🏻']",0.0,0.0,Neutral,14,5,11
@theboss2846,a beast bro a fucking beast waiting for them to dominate in pubgm official tournaments love from Pakistan ❤,3,2021-11-27 19:02:40,a beast bro a fucking beast waiting for them to dominate in pubgm official tournaments love from Pakistan,107,['❤'],-0.04999999999999999,0.7,Neutral,19,5,11
@RAHULKUMAR-nx8pq,Papa Bolte beta 🤙🤙,1,2021-11-27 11:00:58,Papa Bolte beta,18,"['🤙', '🤙']",0.0,0.0,Neutral,11,5,11
@mangosatya6433,Who is after indian team get&#39;s a slot in PMGC 🥳,3,2021-11-29 16:37:05,Who is after indian team get a slot in PMGC,51,['🥳'],0.0,0.0,Neutral,16,0,11
@zainkamal151,J is jod🔥🔥🔥❤,1,2021-11-27 19:50:02,J is jod,12,"['🔥', '🔥', '🔥', '❤']",0.0,0.0,Neutral,19,5,11
@KIRA-vq3kg,Need jonathan in pmgc please give slot for godl,5,2021-11-27 11:20:20,Need jonathan in pmgc please give slot for godl,47,[],0.0,0.0,Neutral,11,5,11
@DilkeKareeb,Time when shotgun did not screwed PUBG,2,2025-09-16 10:40:08,Time when shotgun did not screwed PUBG,38,[],0.0,0.0,Neutral,10,1,9
@BlackPearl-4,Pmgc godl,2,2021-11-29 13:39:07,Pmgc godl,9,[],0.0,0.0,Neutral,13,0,11
@sharadsingh1808,Zero kill yrr mai nii khel raa!! <br>🇮🇳❤,3,2021-11-27 12:38:29,Zero kill yrr mai nii khel raa br,40,['❤'],0.0,0.0,Neutral,12,5,11
@Anonymous-rj7zm,TSMenJONATHAN 🖤🖤 GODLxJONATHAN 👹 🌟🏆🥇,3,2021-11-27 17:27:26,TSMenJONATHAN GODLxJONATHAN,36,"['🖤', '🖤', '👹', '🌟', '🏆', '🥇']",0.0,0.0,Neutral,17,5,11
@tigerplays1374,Recommended after 8month🥵🥵🥵🥵,2,2022-08-11 05:02:28,Recommended after 8month,28,"['🥵', '🥵', '🥵', '🥵']",0.0,0.0,Neutral,5,3,8
@duhhhhhh747,And people say he is overrated <br><br><br><br><br>Btw hint or what,5,2021-11-27 11:07:05,And people say he is overrated brbrbrbrbrBtw hint or what,67,[],0.0,0.0,Neutral,11,5,11
@nnnnnnnnmm3129,Best Indian Player❤️‍🔥🔥🐐🇮🇳🏆😍,2,2021-11-27 11:53:22,Best Indian Player,28,"['❤', '🔥', '🔥', '🐐', '🏆', '😍']",1.0,0.3,Positive,11,5,11
@balajiplayzzyt,And still they give him hate,5,2022-08-16 06:47:47,And still they give him hate,28,[],-0.8,0.9,Negative,6,1,8
@himking210,It&#39;s confusing is it godlike jonathan or Jonathan Godlike 💖💫,1,2021-11-27 11:58:02,It confusing is it godlike jonathan or Jonathan Godlike,64,"['💖', '💫']",-0.3,0.4,Negative,11,5,11
@prathampanchal3195,Bhai bachee logo ko ye btao bolre hai goblin on same level 🤣,5,2022-08-16 03:18:12,Bhai bachee logo ko ye btao bolre hai goblin on same level,60,['🤣'],0.0,0.125,Neutral,3,1,8
@Ninetyyyyyyy,Still giving goosebumps in 2025 🔥,1,2025-05-03 08:24:57,Still giving goosebumps in 2025,33,['🔥'],0.0,0.0,Neutral,8,5,5
@Corolaniussnow,Just give special slot to godlike and see GODLIKE 🇮🇳&gt;&gt;&gt;&gt;&gt;&gt;,2,2021-11-27 13:00:41,Just give special slot to godlike and see GODLIKE gtgtgtgtgtgt,76,[],0.35714285714285715,0.5714285714285714,Positive,13,5,11
@pkdachamp,The Best Chicken Dinner till date 🙏🙏🔥🔥🔥,2,2021-11-27 12:16:59,The Best Chicken Dinner till date,39,"['🙏', '🙏', '🔥', '🔥', '🔥']",0.2,0.625,Positive,12,5,11
@Your_Butterfly01,This kind of Jonathan&#39;s gameplay is no more 😴🤧,9,2022-01-22 15:21:24,This kind of Jonathan gameplay is no more,50,"['😴', '🤧']",0.175,0.7,Positive,15,5,1
@iamsaiem9376,Top Fragger For A Reason 😈😈😎😎🔥🔥,1,2021-11-27 13:54:52,Top Fragger For A Reason,31,"['😈', '😈', '😎', '😎', '🔥', '🔥']",0.5,0.5,Positive,13,5,11
@Tradingwizard307,Please invite godlike Jonathan in pmgc,16,2021-11-27 11:15:55,Please invite godlike Jonathan in pmgc,38,[],0.0,0.0,Neutral,11,5,11
@GROOTXPLAYZZ,Casters ko dekho bhai 😂😂 kitna execited hogye,3,2022-08-15 12:03:17,Casters ko dekho bhai kitna execited hogye,45,"['😂', '😂']",0.0,0.0,Neutral,12,0,8
@piyush_joshi,Tapatap or wot??,3,2022-01-31 07:34:12,Tapatap or wot,16,[],0.0,0.0,Neutral,7,0,1
@hades475,"Team GODLIKE IN PMGC Letss Goo, 🥰🥰🥰🥰",1,2021-11-27 12:10:31,Team GODLIKE IN PMGC Letss Goo,36,"['🥰', '🥰', '🥰', '🥰']",0.0,0.0,Neutral,12,5,11
@mikuftmina3736,"But international player tho ek banta hain, usse compare nahi kar sakta.<br><br>Pura career mai ek match mai perform kiya aur India aage Itna hype kiya tha ki...<br>Aaaj Tak Indian officials lobby main 5 kill hardly karte dekh hain😂",4,2025-05-06 11:59:01,But international player tho ek banta hain usse compare nahi kar saktabrbrPura career mai ek match mai perform kiya aur India aage Itna hype kiya tha kibrAaaj Tak Indian officials lobby main 5 kill hardly karte dekh hain,232,['😂'],-0.04166666666666668,0.2916666666666667,Neutral,11,1,5
@BJ-eh3js,Jonathan is great ❣️,1,2021-11-29 18:30:00,Jonathan is great,20,['❣'],0.8,0.75,Positive,18,0,11
@ignjayesh4355,Live me dekhne ka gamand hain💀,3,2024-09-14 16:14:57,Live me dekhne ka gamand hain,30,['💀'],0.13636363636363635,0.5,Positive,16,5,9
@befeelfree,After how much time he remebered jonathan.<br>Lagta hai pmgc live pe indian audience ka views chahiye.😄😄,2,2021-11-27 14:02:32,After how much time he remebered jonathanbrLagta hai pmgc live pe indian audience ka views chahiye,104,"['😄', '😄']",0.16818181818181818,0.35,Positive,14,5,11
@arjungamingyt7946,whos stiil watching in 2024 😂✔️❤️,5,2024-01-31 06:44:20,whos stiil watching in 2024,33,"['😂', '✔', '❤']",0.0,0.0,Neutral,6,2,1
@Pradeep_Chaudhary1,Ye baat pubg waalo ko bhi pta h ki Indian audience jyaada h isliye Johny hmm for some view 😂 btw Johny jodd h,3,2022-01-19 17:15:47,Ye baat pubg waalo ko bhi pta h ki Indian audience jyaada h isliye Johny hmm for some view btw Johny jodd h,109,['😂'],0.0,0.0,Neutral,17,2,1
@dibyajyotidash5517,💛💛💛💛,4,2024-01-18 17:39:50,,4,"['💛', '💛', '💛', '💛']",0.0,0.0,Neutral,17,3,1
@Manash-v8v,Glad to pubg mobile esports for uploading this!!still remember the og og match,0,2021-11-28 14:47:22,Glad to pubg mobile esports for uploading thisstill remember the og og match,78,[],0.5,1.0,Positive,14,6,11
@sivamanand5406,Missing GODL in PMGC.,3,2021-11-27 11:18:20,Missing GODL in PMGC,21,[],-0.2,0.05,Negative,11,5,11
@matin2118,Jonathan ❤️,1,2021-11-27 12:33:28,Jonathan,11,['❤'],0.0,0.0,Neutral,12,5,11
@sykikzone,"Bhai yar jonny ki is channel pe 8,9 videos or 5,6 post h goblin k nai mil rahe kaha milega koi bata stka h💛",11,2022-08-22 05:53:07,Bhai yar jonny ki is channel pe 89 videos or 56 post h goblin k nai mil rahe kaha milega koi bata stka h,107,['💛'],0.0,0.0,Neutral,5,0,8
@gowtham944,jonny op as alwayss,1,2021-11-28 09:19:13,jonny op as alwayss,19,[],0.0,0.0,Neutral,9,6,11
@Hrithikkk,Kon kon 2024 mai dek rha hai?😊,6,2024-02-01 16:28:47,Kon kon 2024 mai dek rha hai,30,['😊'],0.0,0.0,Neutral,16,3,2
@godofspeedgaming8212,Bhai issi match m ek spray diya tha 300 400 m door se wo toh alg hi tha 😍,2,2022-08-16 04:41:16,Bhai issi match m ek spray diya tha 300 400 m door se wo toh alg hi tha,73,['😍'],0.0,0.0,Neutral,4,1,8
@JONATHANFAN373,2025💛🤨,5,2025-03-11 12:35:27,2025,6,"['💛', '🤨']",0.0,0.0,Neutral,12,1,3
@62farukmondal55,No one match him  ❤ <br>Jonathan is one of the best player in the World ❤<br>His gun power is another level,0,2021-11-27 20:06:49,No one match him brJonathan is one of the best player in the World brHis gun power is another level,107,"['❤', '❤']",1.0,0.3,Positive,20,5,11
@dibyajyotidash5517,💛💛💛💛,4,2024-01-18 17:39:50,,4,"['💛', '💛', '💛', '💛']",0.0,0.0,Neutral,17,3,1
@deepxd7,Jonny bolte 💛❤️,1,2022-08-15 06:00:44,Jonny bolte,15,"['💛', '❤']",0.0,0.0,Neutral,6,0,8
@vibhs4376,But in now days he not able to even qualify in his own country. This is meta .. this is competition level,3,2022-08-16 06:44:11,But in now days he not able to even qualify in his own country This is meta this is competition level,105,[],0.175,0.8125,Positive,6,1,8
@Neeeemg,To be fair a lot has changed since two years more better teams and players have come so BGIS winner should get the special invite,2,2021-11-29 15:06:10,To be fair a lot has changed since two years more better teams and players have come so BGIS winner should get the special invite,129,[],0.5142857142857142,0.6178571428571429,Positive,15,0,11
@clatosgaming980,Lockdown kids ko dikhao zara ye ( lockdown kids = dhoul pans ),8,2024-02-25 15:15:48,Lockdown kids ko dikhao zara ye lockdown kids dhoul pans,62,[],0.0,0.0,Neutral,15,6,2
@Aanandplayz,Goat 🐐,2,2024-10-25 07:38:03,Goat,6,['🐐'],0.0,0.0,Neutral,7,4,10
@rishikesh91428,💛💛💛,4,2025-06-06 09:38:52,,3,"['💛', '💛', '💛']",0.0,0.0,Neutral,9,4,6
@prxtiik4819,This guy is gem of india🖤🖤🖤,0,2021-11-27 13:02:25,This guy is gem of india,27,"['🖤', '🖤', '🖤']",0.0,0.0,Neutral,13,5,11
@OrderGamingYT28,Anyone 2025 ? 🥹🙋🏻,6,2025-05-20 07:11:10,Anyone 2025,17,"['\U0001f979', '🙋', '🏻']",0.0,0.0,Neutral,7,1,5
@Souvikdutta927,JONNY OP ❤❤❤❤❤❤❤❤❤❤❤🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1,2021-11-27 12:54:00,JONNY OP,33,"['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",0.0,0.0,Neutral,12,5,11
@GodLflasYt,He is still dominating in Indian region 💀,3,2025-02-07 19:22:51,He is still dominating in Indian region,41,['💀'],0.0,0.0,Neutral,19,4,2
@harshpipal404,Fan of soul <br>But GODL deserves the invite of PMGC 🇮🇳,2,2021-12-01 00:52:48,Fan of soul brBut GODL deserves the invite of PMGC,55,[],0.0,0.0,Neutral,0,2,12
@Himanshu631x2,He is really fucking killing machine,2,2021-11-29 17:11:10,He is really fucking killing machine,36,[],-0.6,0.8,Negative,17,0,11
@brijop9379,Jonny missing pmgc slot 😭😭😭😭😭😭😭,1,2021-11-27 11:07:30,Jonny missing pmgc slot,31,"['😭', '😭', '😭', '😭', '😭', '😭', '😭']",-0.2,0.05,Negative,11,5,11
@Hell___Fire,Dholiyans Ko Kon Samjhaye Ki Jaab wo Hugwa Aur Muthhal Ke Aand Mai Thee Jonny Solo Chicken Nikaala Tha 😷,12,2023-10-07 09:14:58,Dholiyans Ko Kon Samjhaye Ki Jaab wo Hugwa Aur Muthhal Ke Aand Mai Thee Jonny Solo Chicken Nikaala Tha,104,['😷'],-0.6,0.95,Negative,9,5,10
@archanasinghparihar3405,India teams are op we need indian team in pmgc,2,2021-11-27 13:48:55,India teams are op we need indian team in pmgc,46,[],0.0,0.0,Neutral,13,5,11
@LaalTamatarBdeMjedar,Is this Hint for slot In PMGC ??❤❤,3,2021-11-27 13:50:39,Is this Hint for slot In PMGC,34,"['❤', '❤']",0.0,0.0,Neutral,13,5,11
@PiyushPatel-wp5os,This video is the hint Team godlike will be invited in grand finals of pmgc,2,2021-11-27 20:06:55,This video is the hint Team godlike will be invited in grand finals of pmgc,75,[],0.5,1.0,Positive,20,5,11
@rcb77211,💛💛💛💛,3,2025-05-09 11:06:15,,4,"['💛', '💛', '💛', '💛']",0.0,0.0,Neutral,11,4,5
@oai7679,Papaa bolte😎,1,2021-12-01 10:48:46,Papaa bolte,12,['😎'],0.0,0.0,Neutral,10,2,12
@harishalqma6948,"If you guys want views (10M live from indian audience) + tough competition and Offcource + Real Top FRAGGER = Just invite team Godl ( team Jonathan) in PMGC, PLEASE🙏 it&#39;s a request.",8,2021-11-27 11:54:08,If you guys want views 10M live from indian audience tough competition and Offcource Real Top FRAGGER Just invite team Godl team Jonathan in PMGC PLEASE it a request,185,['🙏'],0.16582491582491582,0.6944444444444445,Positive,11,5,11
@alimuttaqikhan1452,I am from Pakistan but jhonny is still my inspiration because of his skills,1,2021-11-27 15:39:30,I am from Pakistan but jhonny is still my inspiration because of his skills,75,[],0.0,0.0,Neutral,15,5,11
@ultrasajid6535,Dogline kabhi sapne mein bhi solo international chicken nahi kar sakta🥱🥱🥱🥱,13,2023-12-06 07:15:35,Dogline kabhi sapne mein bhi solo international chicken nahi kar sakta,74,"['🥱', '🥱', '🥱', '🥱']",-0.3,0.475,Negative,7,2,12
@e.21xr,In the end he&#39;s a Jem of India 🚀💛 no caps,2,2022-08-13 18:12:46,In the end he a Jem of India no caps,45,"['🚀', '💛']",0.0,0.0,Neutral,18,5,8
@Rahul_sharma...,Pmgc 2022 ke time kon kon dekh rha 🙂 hope godl kal achha kre aaj to achha nhi gya 1 day,8,2022-01-21 15:03:32,Pmgc 2022 ke time kon kon dekh rha hope godl kal achha kre aaj to achha nhi gya 1 day,87,['🙂'],0.0,0.0,Neutral,15,4,1
@iamdusty8165,Come back <br>Needed jonny 🔥🔥🔥 2024,1,2024-02-04 19:28:09,Come back brNeeded jonny 2024,35,"['🔥', '🔥', '🔥']",0.0,0.0,Neutral,19,6,2
@21banshi,चुप बे सब ....स्काउट लेजेंड है (ल पे से ए की मात्रा और जे हटा दो बस) ....उससे ज्यादा गालीबाज़ी आज भी कोई नही करता...अब तो ट्रेनिंग भी दे रहा है स्प्रेझान्ट को,4,2025-06-01 02:35:44,,157,[],0.0,0.0,Neutral,2,6,6
@andimsxn98,is sign that india will come to global again? just can&#39;t wait,2,2021-11-27 18:17:47,is sign that india will come to global again just can wait,65,[],0.0,0.0,Neutral,18,5,11
@AbiAbi-z6s,where we can watch? full video,4,2024-02-29 21:49:26,where we can watch full video,30,[],0.35,0.55,Positive,21,3,2
@pyaarmohabbathappylucky6782,"<a href=""http://www.youtube.com/results?search_query=%23pmgc2021"">#pmgc2021</a> op",2,2021-11-27 12:12:23,a href op,82,[],0.0,0.0,Neutral,12,5,11
@PUBGplaye5733,"<a href=""http://www.youtube.com/results?search_query=%23jonathangaming"">#Jonathangaming</a>",3,2022-09-02 13:06:07,a href,91,[],0.0,0.0,Neutral,13,4,9
@mithunrs5628,He should change his name as JODATHAN❤🔥🔥🔥,2,2021-11-27 13:41:48,He should change his name as JODATHAN,41,"['❤', '🔥', '🔥', '🔥']",0.0,0.0,Neutral,13,5,11
@cartoon.xpert.mandeep,2025😂,4,2025-06-04 13:49:14,2025,5,['😂'],0.0,0.0,Neutral,13,2,6
@lucifer-rp4lz,We miss the world ...Jonathan missing the internationals❤❤❤❤,0,2021-11-27 13:03:02,We miss the world Jonathan missing the internationals,60,"['❤', '❤', '❤', '❤']",-0.2,0.05,Negative,13,5,11
@VeGapuNkk1,Those were the day&#39;s. Pubg mobile community uff❤‍🔥 . Jonny&#39;s domination though... Please someone gift me season 4face and beard I&#39;d 5403402518 🙏,4,2024-02-05 10:34:03,Those were the day Pubg mobile community uff Jonny domination though Please someone gift me season 4face and beard I 5403402518,156,"['❤', '🔥', '🙏']",0.0,0.0,Neutral,10,0,2
@godlassassin2077,We want this team in PMGC ❤️,1,2021-11-27 15:49:44,We want this team in PMGC,28,['❤'],0.0,0.0,Neutral,15,5,11
@IMPOSSIBLE_PLAYS,Anyone 2025..😮,4,2025-03-01 14:14:56,Anyone 2025,14,['😮'],0.0,0.0,Neutral,14,5,3
@realNox01,We want Jonathan and team in PMGC @Pubg Mobile eSports,1,2021-11-27 12:30:56,We want Jonathan and team in PMGC Mobile eSports,54,[],0.0,0.0,Neutral,12,5,11
@noxarm9713,Any one form 2025 🖐️,3,2025-02-18 11:29:28,Any one form 2025,20,['🖐'],0.0,0.0,Neutral,11,1,2
@deepakgamer5713,"<a href=""http://www.youtube.com/results?search_query=%23godlike"">#Godlike</a> for pmgc",1,2021-11-27 11:51:28,a href for pmgc,86,[],0.0,0.0,Neutral,11,5,11
@raju______001-1,Kon kon 2025 mai dekh raha hai 💛,3,2024-10-03 14:05:46,Kon kon 2025 mai dekh raha hai,32,['💛'],0.0,0.0,Neutral,14,3,10
@JUSTAGAMER747,JONATHAN for a reason! ❤️🔥,1,2021-11-27 12:30:52,JONATHAN for a reason,26,"['❤', '🔥']",0.0,0.0,Neutral,12,5,11
@pubgm9970,2025 attendees hit the like button,3,2025-03-11 10:01:48,2025 attendees hit the like button,34,[],0.0,0.0,Neutral,10,1,3
@thelegend.4139,IGC proud Jonathan.❤❤❤🔥🔥🔥,0,2021-11-27 11:52:49,IGC proud Jonathan,25,"['❤', '❤', '❤', '🔥', '🔥', '🔥']",0.8,1.0,Positive,11,5,11
@parth_1107,Anyone in 2025 ??,4,2025-03-13 18:26:09,Anyone in 2025,17,[],0.0,0.0,Neutral,18,3,3
@kevinvargheseyt1027,Jonny or wot,1,2021-12-01 12:11:26,Jonny or wot,12,[],0.0,0.0,Neutral,12,2,12
@7.gaming_454,Rega ka naam suna h,4,2025-02-19 02:39:07,Rega ka naam suna h,19,[],0.0,0.0,Neutral,2,2,2
@ashutoshjoshi7923,We want godlike in pmgc.   HIT LIKE IF YOU WANT THE SAME,2,2021-11-27 11:32:44,We want godlike in pmgc HIT LIKE IF YOU WANT THE SAME,56,[],0.0,0.125,Neutral,11,5,11
@only_donzai,2025,4,2025-07-30 15:24:45,2025,4,[],0.0,0.0,Neutral,15,2,7
@bharatgamingg,Jonathan always on top🤫 no compitition🇮🇳🇮🇳🇮🇳,1,2021-11-27 13:15:29,Jonathan always on top no compitition,44,['🤫'],0.5,0.5,Positive,13,5,11
@ritamghosh6646,Blah blah blah <br>#13,4,2022-01-31 03:41:14,Blah blah blah br,22,[],0.0,0.0,Neutral,3,0,1
@nikhil5995,We want godlike in PMGC2021,1,2021-11-28 07:47:22,We want godlike in PMGC2021,27,[],0.0,0.0,Neutral,7,6,11
@jay_shekhawat,Bachpan se Top Fragger or Wot ❣️❣️,0,2021-11-27 12:30:37,Bachpan se Top Fragger or Wot,34,"['❣', '❣']",0.5,0.5,Positive,12,5,11
@dinu2899,Goosebumps moment,1,2022-08-18 02:14:47,Goosebumps moment,17,[],0.0,0.0,Neutral,2,3,8
@arnobxd,Awww...pubg remember Jonathan 🌺,0,2021-11-27 15:51:49,Awwwpubg remember Jonathan,31,['🌺'],0.0,0.0,Neutral,15,5,11
@Punkk1,Then TSMentJONATHAN💛 Now GodLJonathan 💛,1,2024-08-15 13:37:27,Then TSMentJONATHAN Now GodLJonathan,39,"['💛', '💛']",0.0,0.0,Neutral,13,3,8
@merepapa4657,When you have a capability to jump the casters. 🔥🔥,1,2022-08-16 04:13:43,When you have a capability to jump the casters,50,"['🔥', '🔥']",0.0,0.0,Neutral,4,1,8
@naveenjatthr4072,Godl❤🔥🔥😘😘😘😎😎😎ab dholkpur and team x video fans 🤫🤫,2,2021-11-27 12:32:54,Godlab dholkpur and team x video fans,49,"['❤', '🔥', '🔥', '😘', '😘', '😘', '😎', '😎', '😎', '🤫', '🤫']",0.0,0.0,Neutral,12,5,11
@gaauurraav23,Live dekhne ka ghamand hai🫡,1,2024-09-12 15:21:17,Live dekhne ka ghamand hai,27,['\U0001fae1'],0.13636363636363635,0.5,Positive,15,3,9
@anddyhere,This  match will never forget Jonny and there fans 😘,0,2021-11-27 15:05:03,This match will never forget Jonny and there fans,52,['😘'],0.0,0.0,Neutral,15,5,11
@shizu7900,Kya iska ye matlab h pmgc slot is incomming for godlike,2,2021-11-27 18:27:00,Kya iska ye matlab h pmgc slot is incomming for godlike,55,[],0.0,0.0,Neutral,18,5,11
@kappy1451,Johnny one man army 👑,1,2021-11-30 10:33:55,Johnny one man army,21,['👑'],0.0,0.0,Neutral,10,1,11
@emraanali1518,Pmwl top fragger Jonathan ❤️,0,2021-11-27 11:46:41,Pmwl top fragger Jonathan,28,['❤'],0.5,0.5,Positive,11,5,11
@BNXPhycho,Bro was a monster 💀💀,1,2024-08-04 17:16:19,Bro was a monster,20,"['💀', '💀']",0.0,0.0,Neutral,17,6,8
@rifatulislam5417,JONATHAN 🔥🔥🔥,2,2021-11-27 11:02:30,JONATHAN,12,"['🔥', '🔥', '🔥']",0.0,0.0,Neutral,11,5,11
@manasaryan7939,Safe to say international dreams of igc are dead.,2,2024-07-29 10:19:45,Safe to say international dreams of igc are dead,49,[],0.09999999999999999,0.3,Neutral,10,0,7
@asepirawan2319,Miss Jonathan on PMGC 😭,1,2021-11-27 13:43:49,Miss Jonathan on PMGC,23,['😭'],0.0,0.0,Neutral,13,5,11
@harkiratsidhu5398,Jonny ❤️,1,2021-11-27 10:59:11,Jonny,8,['❤'],0.0,0.0,Neutral,10,5,11
